provider,health_system_name,hospital_ownership,code,code_type,charge_description,code_class,plan_raw,mapped_payer,mapped_payer_class,rate,medicare_provider_id,npi,long,lat,street_address,city,state,zip_code,county,medicare_cbsa,acute_care_facility,hospital_overall_rating,hospital_type,total_beds,location,tq_compliance_score,cms_quality_rating,effectiveness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison,mortality_national_comparison,patient_experience_national_comparison,readmission_national_comparison,safety_of_care_national_comparison,timeliness_of_care_national_comparison
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Coresource Healthspan,Unsorted,Commercial,374.96,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Coresource MMO SuperMed Access,Unsorted,Commercial,395.36,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Coventry Health Care HMO,Coventry,Commercial,392.40,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Coventry Health Care Mail Handl,Coventry,Commercial,392.40,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Coventry Health Care PPO,Coventry,Commercial,392.40,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Cypress Benefit Adm,Unsorted,Commercial,383.68,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,EBS RMSCO,Unsorted,Commercial,414.20,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,EGP MMO SuperMed Access,Unsorted,Commercial,395.36,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Enterprise Group Planning,Unsorted,Commercial,392.40,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Freedom Life Ins Co,Unsorted,Commercial,383.68,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,GEHA ASA,GEHA,Commercial,374.96,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,GEHA HealthAmerica,GEHA,Commercial,392.40,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,GEHA UHC,United Healthcare,Commercial,374.96,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Golden Rule UHC,Golden Rule,Commercial,374.96,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Guardian EHCS,Unsorted,Commercial,381.50,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Guardian OHC,Unsorted,Commercial,383.68,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Guardian PHCS,PHCS,Commercial,383.68,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Harvard Pilgrim Healthcare UHC,United Healthcare,Commercial,374.96,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Health Amer Health Assurance,Unsorted,Commercial,392.40,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,HealthAmericaOne,Unsorted,Commercial,392.40,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Health Design Plus,Unsorted,Medicare,383.68,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,HealthNet,Health Net,Commercial,414.20,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,HealthPartners Cigna,Cigna,Commercial,376.27,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Health Plan Admin Hlthsmart,Unsorted,Commercial,381.50,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,HealthPlus Insurance Co,Unsorted,Commercial,383.68,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Healthscope Benefits,Unsorted,Commercial,383.68,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Healthsmart Accel,HealthSmart,Commercial,414.20,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Healthsmart Benefit Sol PHCS,PHCS,Commercial,383.68,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Healthsmart Ben Sol Aetna,Aetna,Commercial,374.96,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Healthsmart Healthsmart,HealthSmart,Commercial,381.50,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Healthsmart PCM,HealthSmart,Commercial,381.50,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Healthsmart Preferred Hlthsmart,HealthSmart,Commercial,381.50,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,HealthSpanOne,Unsorted,Commercial,374.96,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Highmark of PA,Highmark,Commercial,391.48,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Akron Children's Hospital,Childrens Hospital Medical Center of Akron,Voluntary non-profit - Private,"71046",CPT,"RADIOLOGIC EXAMINAITON, CHEST, TWO VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Hometown Secure Care,Unsorted,Commercial,148.24,"363303","1861506560",-81.526789,41.078421,One Perkins Square,Akron,OH,"44308",Summit,"Akron, OH",true,,Childrens,297,POINT (-81.526789 41.078421),4,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
